80.11.45.119 - - [02/Oct/2020:00:03:01 +0900] "GET /phpmyadmin/ HTTP/1.1" 404 1016
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/controller/MyController.js?_dc=1601645773865 HTTP/1.1" 200 699
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/controller/WinAddRowController.js?_dc=1601645773865 HTTP/1.1" 200 1192
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/controller/MyGridController1.js?_dc=1601645773865 HTTP/1.1" 200 18944
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/popup/app//controller/WinSBpPopController.js?_dc=1601645773865 HTTP/1.1" 200 9071
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774499&V_MAST_CD=MA03&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 3915
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774498&V_MAST_CD=MA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 884
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774493&V_MAST_CD=SC02&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 268
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774501&V_MAST_CD=BA07&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 10146
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774503&V_MAST_CD=BA07&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 10146
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774504&V_MAST_CD=BA04&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 202
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/MyViewportViewModel.js?_dc=1601645774150 HTTP/1.1" 200 683
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774505&V_MAST_CD=SC07&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 407
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/common/sql/Combobox.jsp?_dc=1601645774507&V_MAST_CD=VAT_RATE&V_GRID=Y&page=1&start=0&limit=25 HTTP/1.1" 200 1181
61.75.206.99 - - [02/Oct/2020:22:30:18 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/MyGridViewModel.js?_dc=1601645774168 HTTP/1.1" 200 671
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/MySearchFormViewModel.js?_dc=1601645774485 HTTP/1.1" 200 689
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/TbButtonViewModel.js?_dc=1601645774486 HTTP/1.1" 200 680
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/WinAddRowViewModel.js?_dc=1601645774486 HTTP/1.1" 200 680
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/MyGrid1ViewModel.js?_dc=1601645774488 HTTP/1.1" 200 674
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/view/WinBlPopViewModel.js?_dc=1601645774490 HTTP/1.1" 200 679
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/common/popup/app//model/MyModel.js?_dc=1601645774491 HTTP/1.1" 200 1398
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/app/store/FileStore.js?_dc=1601645774790 HTTP/1.1" 200 1725
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPop.js?_dc=1601645774791 HTTP/1.1" 200 5587
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/common/popup/app//view/WinSBpGrid.js?_dc=1601645775651 HTTP/1.1" 200 1800
61.75.206.99 - - [02/Oct/2020:22:30:19 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPopViewModel.js?_dc=1601645775651 HTTP/1.1" 200 667
61.75.206.99 - - [02/Oct/2020:22:32:43 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/sql/S_BL_MST_TOT_HSPF.jsp?_dc=1601645917701&V_TYPE=SR&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-01-01T00%3A00%3A00&V_DN_DT_TO=2020-10-02T00%3A00%3A00&V_S_BP_CD=&V_ITEM_CD=&V_ITEM_NM=&V_INV_NO=&page=1&start=0&limit=25 HTTP/1.1" 200 277790
61.75.206.99 - - [02/Oct/2020:22:32:57 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/S_BL_STATE_TOT_HSPF.jsp HTTP/1.1" 200 1209
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app.js HTTP/1.1" 200 1253
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/model/MyModel.js?_dc=1601645934416 HTTP/1.1" 200 870
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyViewport.js?_dc=1601645934416 HTTP/1.1" 200 1632
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyGrid.js?_dc=1601645934416 HTTP/1.1" 200 8640
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/WinAddRow.js?_dc=1601645934416 HTTP/1.1" 200 1841
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/TbButton.js?_dc=1601645934416 HTTP/1.1" 200 2342
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/store/MyStore.js?_dc=1601645934416 HTTP/1.1" 200 1713
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyForm.js?_dc=1601645934416 HTTP/1.1" 200 5891
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//store/WinSBpPopStore.js?_dc=1601645934416 HTTP/1.1" 200 1527
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/controller/TbButtonController.js?_dc=1601645934416 HTTP/1.1" 200 3337
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/controller/MyGridController.js?_dc=1601645934416 HTTP/1.1" 200 4683
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/controller/MyController.js?_dc=1601645934416 HTTP/1.1" 200 701
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/controller/WinAddRowController.js?_dc=1601645934416 HTTP/1.1" 200 1348
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//controller/WinSBpPopController.js?_dc=1601645934416 HTTP/1.1" 200 9071
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyViewportViewModel.js?_dc=1601645934564 HTTP/1.1" 200 685
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyGridViewController.js?_dc=1601645934605 HTTP/1.1" 200 926
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyGridViewModel.js?_dc=1601645934605 HTTP/1.1" 200 673
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/MyFormViewModel.js?_dc=1601645934609 HTTP/1.1" 200 679
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/TbButtonViewModel.js?_dc=1601645934610 HTTP/1.1" 200 682
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/app/view/WinAddRowViewModel.js?_dc=1601645934610 HTTP/1.1" 200 682
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//model/MyModel.js?_dc=1601645934611 HTTP/1.1" 200 1398
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//store/WinBpPopStore.js?_dc=1601645934617 HTTP/1.1" 200 1524
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPop.js?_dc=1601645934661 HTTP/1.1" 200 5587
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//view/WinSBpPopViewModel.js?_dc=1601645935007 HTTP/1.1" 200 667
61.75.206.99 - - [02/Oct/2020:22:32:58 +0900] "GET /HSPF01/common/popup/app//view/WinSBpGrid.js?_dc=1601645935007 HTTP/1.1" 200 1800
61.75.206.99 - - [02/Oct/2020:22:33:04 +0900] "GET /HSPF01/TOT/ex/s_bl_state_tot_hspf/sql/S_BL_STATE_TOT_HSPF.jsp?_dc=1601645939783&V_TYPE=S&V_COMP_ID=HSN&V_USR_ID=BDB&V_LOADING_DT_FR=2020-01-01T00%3A00%3A00&V_LOADING_DT_TO=2020-10-02T00%3A00%3A00&V_S_BP_NM=&V_CFM_YN=&page=1&start=0&limit=25 HTTP/1.1" 200 337342
61.75.206.99 - - [02/Oct/2020:22:33:20 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/sql/S_BL_MST_TOT_HSPF.jsp?_dc=1601645956897&V_TYPE=SP&V_COMP_ID=HSN&V_USR_ID=BDB&V_DN_DT_FR=2020-01-01T00%3A00%3A00&V_DN_DT_TO=2020-10-02T00%3A00%3A00&V_BL_DOC_NO=&V_S_BP_CD=&page=1&start=0&limit=25 HTTP/1.1" 200 156243
61.75.206.99 - - [02/Oct/2020:22:33:22 +0900] "POST /HSPF01/TOT/ex/s_bl_mst_tot_hspf/sql/S_BL_MST_TOT_HSPF.jsp HTTP/1.1" 200 514
61.75.206.99 - - [02/Oct/2020:22:33:23 +0900] "POST /HSPF01/common/sql/ERP_DB.jsp HTTP/1.1" 200 21
61.75.206.99 - - [02/Oct/2020:22:33:23 +0900] "GET /HSPF01/TOT/ex/s_bl_mst_tot_hspf/sql/S_BL_MST_TOT_HSPF.jsp?_dc=1601645959677&V_TYPE=SD&V_COMP_ID=HSN&V_USR_ID=BDB&V_BL_NO=EB2020092600002&page=1&start=0&limit=25 HTTP/1.1" 200 6555
119.207.72.77 - - [02/Oct/2020:23:37:45 +0900] "GET / HTTP/1.1" 200 776
119.207.72.77 - - [02/Oct/2020:23:37:53 +0900] "GET /HSPF01/common/login/login.jsp HTTP/1.1" 200 2083
119.207.72.77 - - [02/Oct/2020:23:38:01 +0900] "GET /ext6.5/rsa.js HTTP/1.1" 200 2754
